Gene,Transcript,Motif,Cluster,q_value
Lrp8,ENSMUST00000238658.2,mmu-miR-7049-3p,ribosome_negative,0.0159
Lsm2,ENSMUST00000007266.14,mmu-miR-5126,nucleus_positive,0.021
Lsm2,ENSMUST00000007266.14,mmu-miR-5126,nucleus_positive,0.0343
Lsm2,ENSMUST00000172523.2,mmu-miR-7669-3p,extracellular_positive,0.00366
Lsm2,ENSMUST00000172523.2,mmu-miR-7001-5p,mitochondrion_negative,0.0374
Lsm2,ENSMUST00000172523.2,mmu-miR-669c-3p,chromatin_positive,0.0406
Lsm2,ENSMUST00000173004.2,mmu-miR-5126,nucleus_positive,0.0343
Lsm2,ENSMUST00000174241.8,mmu-miR-7001-5p,mitochondrion_negative,0.0374
Lsm2,ENSMUST00000174860.8,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Lss,ENSMUST00000048678.7,mmu-miR-1906,ER_negative,0.038
Lss,ENSMUST00000048678.7,mmu-miR-6931-5p,nucleus_positive,0.0332
Lss,ENSMUST00000048678.7,mmu-miR-3473b,nucleus_positive,0.0382
Lss,ENSMUST00000048678.7,mmu-miR-5126,nucleus_positive,0.0377
Lss,ENSMUST00000048678.7,mmu-miR-5126,nucleus_positive,0.0465
Lss,ENSMUST00000048678.7,mmu-miR-466m-3p,chromatin_positive,0.0456
Lss,ENSMUST00000159172.2,mmu-miR-5126,nucleus_positive,0.0465
Lss,ENSMUST00000160671.8,mmu-miR-6958-5p,nucleus_positive,0.0432
Lss,ENSMUST00000160671.8,mmu-miR-1906,ER_negative,0.038
Lss,ENSMUST00000160671.8,mmu-miR-6931-5p,nucleus_positive,0.0332
Lss,ENSMUST00000160671.8,mmu-miR-3473b,nucleus_positive,0.0382
Lss,ENSMUST00000160671.8,mmu-miR-466f-3p,chromatin_positive,0.00594
Lss,ENSMUST00000160671.8,mmu-miR-5126,nucleus_positive,0.0377
Lss,ENSMUST00000160671.8,mmu-miR-466f-3p,chromatin_positive,0.0163
Lss,ENSMUST00000160671.8,mmu-miR-5126,nucleus_positive,0.0465
Lss,ENSMUST00000160671.8,mmu-miR-466i-3p,chromatin_positive,0.0378
Lss,ENSMUST00000160671.8,mmu-miR-466n-5p,nucleus_positive,0.0465
Lss,ENSMUST00000160671.8,mmu-miR-466m-3p,chromatin_positive,0.0456
Lss,ENSMUST00000162475.8,mmu-miR-466f-3p,chromatin_positive,4.14e-05
Lss,ENSMUST00000162475.8,mmu-miR-669c-3p,chromatin_positive,0.000544
Lss,ENSMUST00000162475.8,mmu-miR-466m-3p,chromatin_positive,0.000716
Lss,ENSMUST00000162475.8,mmu-miR-1906,ER_negative,0.036
Lss,ENSMUST00000162475.8,mmu-miR-466n-5p,nucleus_positive,0.0104
Lss,ENSMUST00000162475.8,mmu-miR-1906,ER_negative,0.038
Lss,ENSMUST00000162475.8,mmu-miR-466i-3p,chromatin_positive,0.00353
Lss,ENSMUST00000162475.8,mmu-miR-466n-5p,nucleus_positive,0.0104
Lss,ENSMUST00000162475.8,mmu-miR-466n-5p,nucleus_positive,0.0186
Lss,ENSMUST00000162475.8,mmu-miR-467f,chromatin_positive,0.021
Lss,ENSMUST00000162475.8,mmu-miR-466n-5p,nucleus_positive,0.0231
Lss,ENSMUST00000162475.8,mmu-miR-669c-3p,chromatin_positive,0.0184
Lss,ENSMUST00000162475.8,mmu-miR-5126,nucleus_positive,0.0465
Lss,ENSMUST00000162475.8,mmu-miR-466i-3p,chromatin_positive,0.0249
Lss,ENSMUST00000162475.8,mmu-miR-466f-3p,chromatin_positive,0.0263
Lss,ENSMUST00000162475.8,mmu-miR-466f-3p,chromatin_positive,0.0263
Lss,ENSMUST00000162475.8,mmu-miR-466f-3p,chromatin_positive,0.0312
Lss,ENSMUST00000162475.8,mmu-miR-467f,chromatin_positive,0.0438
Lss,ENSMUST00000162475.8,mmu-miR-466f-3p,chromatin_positive,0.0384
Lss,ENSMUST00000162475.8,mmu-miR-466f-3p,chromatin_positive,0.0384
Lss,ENSMUST00000162475.8,mmu-miR-669c-3p,chromatin_positive,0.0409
Ltbp1,ENSMUST00000001927.12,mmu-miR-6931-5p,nucleus_positive,0.00933
Ltbp1,ENSMUST00000001927.12,mmu-miR-328-5p,nucleoplasm_positive,0.0346
Ltbp1,ENSMUST00000001927.12,mmu-miR-5126,nucleus_positive,0.0206
Ltbp1,ENSMUST00000112514.2,mmu-miR-466m-3p,chromatin_positive,0.0198
Ltbp1,ENSMUST00000112514.2,mmu-miR-669c-3p,chromatin_positive,0.0344
Ltbp1,ENSMUST00000112514.2,mmu-miR-669c-3p,chromatin_positive,0.0452
Ltbp1,ENSMUST00000127458.2,mmu-miR-7662-5p,nucleus_positive,0.039
Ltbp1,ENSMUST00000127458.2,mmu-miR-5110,ER_negative,0.0333
Ltbp1,ENSMUST00000127458.2,mmu-miR-7016-5p,nucleoplasm_negative,0.0445
Ltbp1,ENSMUST00000127458.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0246
Ltbp1,ENSMUST00000127458.2,mmu-miR-149-3p,nucleoplasm_negative,0.0335
Ltbp1,ENSMUST00000127458.2,mmu-miR-5110,ER_negative,0.0404
Ltbp1,ENSMUST00000127458.2,mmu-miR-762,nucleus_positive,0.0335
Ltbp1,ENSMUST00000135750.2,mmu-miR-466n-5p,nucleus_positive,0.0377
Ltbp1,ENSMUST00000135750.2,mmu-miR-466n-5p,nucleus_positive,0.0387
Ltbp1,ENSMUST00000234008.2,mmu-miR-1893,ribosome_negative,0.038
Ltbp1,ENSMUST00000234008.2,mmu-miR-346-3p,mitochondrion_negative,0.0374
Ltbp1,ENSMUST00000234490.2,mmu-miR-6931-5p,nucleus_positive,0.00933
Ltbp1,ENSMUST00000234490.2,mmu-miR-328-5p,nucleoplasm_positive,0.0346
Ltbp1,ENSMUST00000234490.2,mmu-miR-5126,nucleus_positive,0.0206
Ltbp1,ENSMUST00000234490.2,mmu-miR-466m-3p,chromatin_positive,0.0198
Ltbp1,ENSMUST00000234490.2,mmu-miR-669c-3p,chromatin_positive,0.0344
Ltbp1,ENSMUST00000234490.2,mmu-miR-669c-3p,chromatin_positive,0.0452
Luc7l,ENSMUST00000114976.9,mmu-miR-5110,ER_negative,0.0249
Luc7l,ENSMUST00000114976.9,mmu-miR-7028-5p,nucleus_positive,0.0405
Luc7l,ENSMUST00000114976.9,mmu-miR-466n-5p,nucleus_positive,0.0104
Luc7l,ENSMUST00000114976.9,mmu-miR-466f-3p,chromatin_positive,0.0312
Luc7l,ENSMUST00000114976.9,mmu-miR-466i-3p,chromatin_positive,0.0414
Luc7l,ENSMUST00000119928.8,mmu-miR-5110,ER_negative,0.0249
Luc7l,ENSMUST00000133032.8,mmu-miR-6385,cytoplasm_negative,0.0382
Luc7l,ENSMUST00000152107.3,mmu-miR-5110,ER_negative,0.0249
Luc7l,ENSMUST00000154235.8,mmu-miR-6385,cytoplasm_negative,0.0382
Luc7l,ENSMUST00000154235.8,mmu-miR-5110,ER_negative,0.0249
Luc7l,ENSMUST00000154235.8,mmu-miR-7648-3p,nucleus_positive,0.0403
Luc7l,ENSMUST00000155151.3,mmu-miR-6385,cytoplasm_negative,0.0382
Mab21l2,ENSMUST00000077524.4,mmu-miR-5110,ER_negative,0.0407
Mab21l2,ENSMUST00000077524.4,mmu-miR-762,nucleus_positive,0.0481
Mab21l2,ENSMUST00000191695.3,mmu-miR-5110,ER_negative,0.0407
Mab21l2,ENSMUST00000191695.3,mmu-miR-762,nucleus_positive,0.0481
Mad1l1,ENSMUST00000031534.9,mmu-miR-6931-5p,nucleus_positive,0.00933
Mad1l1,ENSMUST00000031534.9,mmu-miR-6931-5p,nucleus_positive,0.0144
Mad1l1,ENSMUST00000031534.9,mmu-miR-5110,ER_negative,0.0249
Mad1l1,ENSMUST00000031534.9,mmu-miR-762,nucleus_positive,0.0481
Mad1l1,ENSMUST00000110829.7,mmu-miR-6931-5p,nucleus_positive,0.00933
Mad1l1,ENSMUST00000110829.7,mmu-miR-6931-5p,nucleus_positive,0.0144
Mad1l1,ENSMUST00000128579.2,mmu-miR-5110,ER_negative,0.0249
Mad1l1,ENSMUST00000128579.2,mmu-miR-346-3p,mitochondrion_negative,0.0348
Mad1l1,ENSMUST00000199237.5,mmu-miR-5110,ER_negative,0.0249
Mad1l1,ENSMUST00000199237.5,mmu-miR-346-3p,mitochondrion_negative,0.0348
Map1b,ENSMUST00000064762.6,mmu-miR-5110,ER_negative,0.0373
Map1b,ENSMUST00000064762.6,mmu-miR-466m-3p,chromatin_positive,0.00451
Map1b,ENSMUST00000064762.6,mmu-miR-328-5p,nucleoplasm_positive,0.0358
Map1b,ENSMUST00000064762.6,mmu-miR-466f-3p,chromatin_positive,0.00725
Map1b,ENSMUST00000064762.6,mmu-miR-762,nucleus_positive,0.0357
Map1b,ENSMUST00000064762.6,mmu-miR-5126,nucleus_positive,0.0343
Map1b,ENSMUST00000064762.6,mmu-miR-762,nucleus_positive,0.0465
Map1b,ENSMUST00000064762.6,mmu-miR-467f,chromatin_positive,0.0446
Map1b,ENSMUST00000064762.6,mmu-miR-466n-5p,nucleus_positive,0.0427
Map1b,ENSMUST00000064762.6,mmu-miR-466f-3p,chromatin_positive,0.0384
Map1b,ENSMUST00000064762.6,mmu-miR-466i-3p,chromatin_positive,0.0435
Map1b,ENSMUST00000223693.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0432
Map1b,ENSMUST00000223725.2,mmu-miR-3473b,nucleus_positive,0.000289
Map1b,ENSMUST00000223725.2,mmu-miR-3473h-5p,ER_negative,0.0358
Map1b,ENSMUST00000223725.2,mmu-miR-762,nucleus_positive,0.0338
Map1b,ENSMUST00000224702.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0432
Map2,ENSMUST00000024639.12,mmu-miR-762,nucleus_positive,0.0474
Map2,ENSMUST00000024639.12,mmu-miR-466n-5p,nucleus_positive,0.027
Map2,ENSMUST00000024639.12,mmu-miR-466n-5p,nucleus_positive,0.0291
Map2,ENSMUST00000024639.12,mmu-miR-466n-5p,nucleus_positive,0.03
Map2,ENSMUST00000077355.12,mmu-miR-762,nucleus_positive,0.0474
Map2,ENSMUST00000077355.12,mmu-miR-466n-5p,nucleus_positive,0.027
Map2,ENSMUST00000077355.12,mmu-miR-466n-5p,nucleus_positive,0.0291
Map2,ENSMUST00000077355.12,mmu-miR-466n-5p,nucleus_positive,0.03
Map2,ENSMUST00000114012.8,mmu-miR-762,nucleus_positive,0.0474
Map2,ENSMUST00000114012.8,mmu-miR-466n-5p,nucleus_positive,0.027
Map2,ENSMUST00000114012.8,mmu-miR-466n-5p,nucleus_positive,0.0291
Map2,ENSMUST00000114012.8,mmu-miR-466n-5p,nucleus_positive,0.03
Map2,ENSMUST00000114013.8,mmu-miR-762,nucleus_positive,0.0474
Map2,ENSMUST00000114015.8,mmu-miR-6418-5p,nucleoplasm_positive,0.0219
Map2,ENSMUST00000114015.8,mmu-miR-669c-3p,chromatin_positive,0.00298
Map2,ENSMUST00000114015.8,mmu-miR-669c-3p,chromatin_positive,0.00303
Map2,ENSMUST00000114015.8,mmu-miR-762,nucleus_positive,0.0474
Map2,ENSMUST00000114015.8,mmu-miR-466n-5p,nucleus_positive,0.027
Map2,ENSMUST00000114015.8,mmu-miR-466n-5p,nucleus_positive,0.0291
Map2,ENSMUST00000114015.8,mmu-miR-466n-5p,nucleus_positive,0.03
Map2,ENSMUST00000114015.8,mmu-miR-466f-3p,chromatin_positive,0.0312
Map2,ENSMUST00000114015.8,mmu-miR-466m-3p,chromatin_positive,0.0471
Map2,ENSMUST00000114015.8,mmu-miR-466i-3p,chromatin_positive,0.0479
Map2,ENSMUST00000114017.8,mmu-miR-6418-5p,nucleoplasm_positive,0.0219
Map2,ENSMUST00000114017.8,mmu-miR-669c-3p,chromatin_positive,0.00298
Map2,ENSMUST00000114017.8,mmu-miR-669c-3p,chromatin_positive,0.00303
Map2,ENSMUST00000114017.8,mmu-miR-762,nucleus_positive,0.0474
Map2,ENSMUST00000114017.8,mmu-miR-466n-5p,nucleus_positive,0.027
Map2,ENSMUST00000114017.8,mmu-miR-466n-5p,nucleus_positive,0.0291
Map2,ENSMUST00000114017.8,mmu-miR-466n-5p,nucleus_positive,0.03
Map2,ENSMUST00000114017.8,mmu-miR-466f-3p,chromatin_positive,0.0312
Map2,ENSMUST00000114017.8,mmu-miR-466m-3p,chromatin_positive,0.0471
Map2,ENSMUST00000114017.8,mmu-miR-466i-3p,chromatin_positive,0.0479
Map2,ENSMUST00000114018.10,mmu-miR-762,nucleus_positive,0.0474
Map2,ENSMUST00000114018.10,mmu-miR-466n-5p,nucleus_positive,0.027
Map2,ENSMUST00000114018.10,mmu-miR-466n-5p,nucleus_positive,0.0291
Map2,ENSMUST00000114018.10,mmu-miR-466n-5p,nucleus_positive,0.03
Map2,ENSMUST00000127388.8,mmu-miR-6919-3p,nucleoplasm_negative,0.0317
Map2,ENSMUST00000127388.8,mmu-miR-762,nucleus_positive,0.0481
Map2,ENSMUST00000127388.8,mmu-miR-466n-5p,nucleus_positive,0.0323
Map2,ENSMUST00000127388.8,mmu-miR-466n-5p,nucleus_positive,0.046
Map2,ENSMUST00000151423.9,mmu-miR-762,nucleus_positive,0.0474
Map2,ENSMUST00000239213.2,mmu-miR-762,nucleus_positive,0.0474
Map3k12,ENSMUST00000023812.10,mmu-miR-6919-3p,nucleoplasm_negative,0.00987
Map3k12,ENSMUST00000023812.10,mmu-miR-1903,membrane_negative,0.0373
Map3k12,ENSMUST00000023812.10,mmu-miR-6931-5p,nucleus_positive,0.0332
Map3k12,ENSMUST00000023812.10,mmu-miR-6919-3p,nucleoplasm_negative,0.0493
Map3k12,ENSMUST00000023812.10,mmu-miR-762,nucleus_positive,0.0481
Map3k12,ENSMUST00000164343.8,mmu-miR-3473b,nucleus_positive,4.5e-07
Map3k12,ENSMUST00000164343.8,mmu-miR-7669-3p,extracellular_positive,0.0115
Map3k12,ENSMUST00000164343.8,mmu-miR-3473b,nucleus_positive,0.0039
Map3k12,ENSMUST00000167677.2,mmu-miR-762,nucleus_positive,0.0143
Map3k12,ENSMUST00000167677.2,mmu-miR-3473b,nucleus_positive,0.0039
Map3k12,ENSMUST00000167677.2,mmu-miR-3473b,nucleus_positive,0.0467
Map3k12,ENSMUST00000167677.2,mmu-miR-5126,nucleus_positive,0.0268
Map3k12,ENSMUST00000169367.8,mmu-miR-7011-5p,cytoplasm_negative,0.0406
Map3k12,ENSMUST00000169367.8,mmu-miR-8100,cytoplasm_negative,0.0394
Map3k12,ENSMUST00000169367.8,mmu-miR-5110,ER_negative,0.0373
Map3k12,ENSMUST00000169367.8,mmu-miR-5110,ER_negative,0.0373
Map3k12,ENSMUST00000169367.8,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Map3k12,ENSMUST00000169367.8,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Map3k12,ENSMUST00000169367.8,mmu-miR-762,nucleus_positive,0.0498
Map3k12,ENSMUST00000169377.8,mmu-miR-5110,ER_negative,0.0373
Map3k12,ENSMUST00000169377.8,mmu-miR-5110,ER_negative,0.0373
Map3k12,ENSMUST00000169377.8,mmu-miR-6931-5p,nucleus_positive,0.0332
Map3k12,ENSMUST00000169377.8,mmu-miR-762,nucleus_positive,0.0481
Map3k12,ENSMUST00000169377.8,mmu-miR-762,nucleus_positive,0.0498
Map3k12,ENSMUST00000171565.8,mmu-miR-6931-5p,nucleus_positive,0.0332
Map3k12,ENSMUST00000171565.8,mmu-miR-762,nucleus_positive,0.0481
Map6,ENSMUST00000068973.11,mmu-miR-762,nucleus_positive,0.0223
Map6,ENSMUST00000068973.11,mmu-miR-5110,ER_negative,0.0383
Map6,ENSMUST00000068973.11,mmu-miR-5110,ER_negative,0.0437
Map6,ENSMUST00000068973.11,mmu-miR-762,nucleus_positive,0.0481
Map6,ENSMUST00000068973.11,mmu-miR-762,nucleus_positive,0.0481
Map6,ENSMUST00000068973.11,mmu-miR-5126,nucleus_positive,0.0493
Map6,ENSMUST00000107100.3,mmu-miR-5110,ER_negative,0.0383
Map6,ENSMUST00000107100.3,mmu-miR-5110,ER_negative,0.0437
Map6,ENSMUST00000107100.3,mmu-miR-762,nucleus_positive,0.0481
Map6,ENSMUST00000122101.8,mmu-miR-762,nucleus_positive,0.0223
Map6,ENSMUST00000122101.8,mmu-miR-5110,ER_negative,0.0383
Map6,ENSMUST00000122101.8,mmu-miR-5110,ER_negative,0.0437
Map6,ENSMUST00000122101.8,mmu-miR-762,nucleus_positive,0.0481
Map6,ENSMUST00000122101.8,mmu-miR-762,nucleus_positive,0.0481
Map6,ENSMUST00000122101.8,mmu-miR-5126,nucleus_positive,0.0493
Map6,ENSMUST00000127492.2,mmu-miR-762,nucleus_positive,0.0223
Map6,ENSMUST00000127492.2,mmu-miR-5110,ER_negative,0.0383
Map6,ENSMUST00000127492.2,mmu-miR-6931-5p,nucleus_positive,0.0332
Map6,ENSMUST00000127492.2,mmu-miR-5110,ER_negative,0.0437
Map6,ENSMUST00000127492.2,mmu-miR-762,nucleus_positive,0.0437
Map6,ENSMUST00000127492.2,mmu-miR-762,nucleus_positive,0.0481
Map6,ENSMUST00000127492.2,mmu-miR-5126,nucleus_positive,0.0493
Map6,ENSMUST00000207883.2,mmu-miR-762,nucleus_positive,0.0223
Map6,ENSMUST00000207883.2,mmu-miR-5110,ER_negative,0.0383
Map6,ENSMUST00000207883.2,mmu-miR-5110,ER_negative,0.0437
Map6,ENSMUST00000207883.2,mmu-miR-762,nucleus_positive,0.0481
Map6,ENSMUST00000207883.2,mmu-miR-762,nucleus_positive,0.0481
Map6,ENSMUST00000207883.2,mmu-miR-5126,nucleus_positive,0.0493
Map6,ENSMUST00000208605.2,mmu-miR-5110,ER_negative,0.0383
Map6,ENSMUST00000208605.2,mmu-miR-5110,ER_negative,0.0437
Map6,ENSMUST00000208605.2,mmu-miR-762,nucleus_positive,0.0481
Map6,ENSMUST00000208924.2,mmu-miR-762,nucleus_positive,0.0223
Map6,ENSMUST00000208924.2,mmu-miR-5110,ER_negative,0.0383
Map6,ENSMUST00000208924.2,mmu-miR-5110,ER_negative,0.0437
Map6,ENSMUST00000208924.2,mmu-miR-762,nucleus_positive,0.0481
Map6,ENSMUST00000208924.2,mmu-miR-762,nucleus_positive,0.0481
Map6,ENSMUST00000208924.2,mmu-miR-5126,nucleus_positive,0.0493
Map6,ENSMUST00000208978.2,mmu-miR-762,nucleus_positive,0.0223
Map6,ENSMUST00000208978.2,mmu-miR-5110,ER_negative,0.0383
Map6,ENSMUST00000208978.2,mmu-miR-5110,ER_negative,0.0437
Map6,ENSMUST00000208978.2,mmu-miR-762,nucleus_positive,0.0481
Map6,ENSMUST00000208978.2,mmu-miR-5126,nucleus_positive,0.0493
Map6,ENSMUST00000209094.2,mmu-miR-5110,ER_negative,0.0383
Map6,ENSMUST00000209094.2,mmu-miR-5110,ER_negative,0.0437
Mapk11,ENSMUST00000088823.5,mmu-miR-6931-5p,nucleus_positive,0.00709
Mapk11,ENSMUST00000088823.5,mmu-miR-6968-5p,nucleoplasm_positive,0.0484
Mapk11,ENSMUST00000088823.5,mmu-miR-328-5p,nucleoplasm_positive,0.0358
Mapk11,ENSMUST00000088823.5,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000088823.5,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000088823.5,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000088823.5,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000088823.5,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000088823.5,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000088823.5,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000088823.5,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000088823.5,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000088823.5,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000088823.5,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000088823.5,mmu-miR-466n-5p,nucleus_positive,0.0132
Mapk11,ENSMUST00000088823.5,mmu-miR-466n-5p,nucleus_positive,0.0321
Mapk11,ENSMUST00000230634.2,mmu-miR-762,nucleus_positive,0.0245
Mapk11,ENSMUST00000230734.2,mmu-miR-762,nucleus_positive,0.0245
Mapk11,ENSMUST00000230734.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000230734.2,mmu-miR-149-3p,nucleoplasm_negative,0.047
Mapk11,ENSMUST00000230734.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000230734.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000230734.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000230734.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000230734.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000230734.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000230734.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000230734.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000230734.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000230734.2,mmu-miR-466n-5p,nucleus_positive,0.0104
Mapk11,ENSMUST00000230734.2,mmu-miR-466n-5p,nucleus_positive,0.0132
Mapk11,ENSMUST00000230734.2,mmu-miR-466n-5p,nucleus_positive,0.0321
Mapk4,ENSMUST00000091851.10,mmu-miR-6418-5p,nucleoplasm_positive,0.0183
Mapk4,ENSMUST00000091851.10,mmu-miR-669c-3p,chromatin_positive,0.00387
Mapk4,ENSMUST00000091851.10,mmu-miR-328-5p,nucleoplasm_positive,0.0465
Mapk4,ENSMUST00000091851.10,mmu-miR-466f-3p,chromatin_positive,0.00966
Mapk4,ENSMUST00000091851.10,mmu-miR-466m-3p,chromatin_positive,0.0134
Mapk4,ENSMUST00000091851.10,mmu-miR-669c-3p,chromatin_positive,0.0118
Mapk4,ENSMUST00000091851.10,mmu-miR-762,nucleus_positive,0.0445
Mapk4,ENSMUST00000091851.10,mmu-miR-466i-3p,chromatin_positive,0.0145
Mapk4,ENSMUST00000091851.10,mmu-miR-466f-3p,chromatin_positive,0.0263
Mapk4,ENSMUST00000091851.10,mmu-miR-466i-3p,chromatin_positive,0.0435
Mapk4,ENSMUST00000091851.10,mmu-miR-466m-3p,chromatin_positive,0.0471
Mapk4,ENSMUST00000091851.10,mmu-miR-466i-3p,chromatin_positive,0.0479
Mapk4,ENSMUST00000159162.2,mmu-miR-20b-3p,nucleolus_negative,0.0435
Mapk4,ENSMUST00000159162.2,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Mapk4,ENSMUST00000159162.2,mmu-miR-762,nucleus_positive,0.0445
Mapk4,ENSMUST00000162863.8,mmu-miR-6418-5p,nucleoplasm_positive,0.0183
Mapk4,ENSMUST00000162863.8,mmu-miR-669c-3p,chromatin_positive,0.00387
Mapk4,ENSMUST00000162863.8,mmu-miR-328-5p,nucleoplasm_positive,0.0465
Mapk4,ENSMUST00000162863.8,mmu-miR-466f-3p,chromatin_positive,0.00966
Mapk4,ENSMUST00000162863.8,mmu-miR-466m-3p,chromatin_positive,0.0134
Mapk4,ENSMUST00000162863.8,mmu-miR-669c-3p,chromatin_positive,0.0118
Mapk4,ENSMUST00000162863.8,mmu-miR-762,nucleus_positive,0.0445
Mapk4,ENSMUST00000162863.8,mmu-miR-466i-3p,chromatin_positive,0.0145
Mapk4,ENSMUST00000162863.8,mmu-miR-5126,nucleus_positive,0.0448
Mapk4,ENSMUST00000162863.8,mmu-miR-466f-3p,chromatin_positive,0.0263
Mapk4,ENSMUST00000162863.8,mmu-miR-466i-3p,chromatin_positive,0.0435
Mapk4,ENSMUST00000162863.8,mmu-miR-466m-3p,chromatin_positive,0.0471
Mapk4,ENSMUST00000162863.8,mmu-miR-466i-3p,chromatin_positive,0.0479
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-6998-3p,extracellular_positive,0.0314
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-1893,ribosome_negative,0.0332
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-5126,nucleus_positive,0.00699
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-6919-3p,nucleoplasm_negative,0.0218
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-5110,ER_negative,0.0373
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-6931-5p,nucleus_positive,0.0276
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-5126,nucleus_positive,0.0168
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-7648-3p,nucleus_positive,0.0469
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-149-3p,nucleoplasm_negative,0.0479
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-346-3p,mitochondrion_negative,0.038
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-762,nucleus_positive,0.0376
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-5126,nucleus_positive,0.0343
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-762,nucleus_positive,0.0481
Mapk8ip1,ENSMUST00000050312.3,mmu-miR-762,nucleus_positive,0.0481
Mapk8ip1,ENSMUST00000111279.9,mmu-miR-7028-5p,nucleus_positive,0.00765
Mapk8ip1,ENSMUST00000111279.9,mmu-miR-6998-3p,extracellular_positive,0.0314
Mapk8ip1,ENSMUST00000111279.9,mmu-miR-6919-3p,nucleoplasm_negative,0.0218
Mapk8ip1,ENSMUST00000111279.9,mmu-miR-762,nucleus_positive,0.0223
Mapk8ip1,ENSMUST00000111279.9,mmu-miR-5110,ER_negative,0.0373
Mapk8ip1,ENSMUST00000111279.9,mmu-miR-6931-5p,nucleus_positive,0.0276
Mapk8ip1,ENSMUST00000111279.9,mmu-miR-6919-3p,nucleoplasm_negative,0.0365
Mapk8ip1,ENSMUST00000111279.9,mmu-miR-346-3p,mitochondrion_negative,0.038
Mapk8ip1,ENSMUST00000111279.9,mmu-miR-762,nucleus_positive,0.0376
Mapk8ip1,ENSMUST00000111279.9,mmu-miR-346-3p,mitochondrion_negative,0.0394
Mapk8ip1,ENSMUST00000111279.9,mmu-miR-5126,nucleus_positive,0.0343
Mapk8ip1,ENSMUST00000111279.9,mmu-miR-762,nucleus_positive,0.0481
Mapk8ip1,ENSMUST00000111279.9,mmu-miR-762,nucleus_positive,0.0481
Mapk8ip1,ENSMUST00000149653.2,mmu-miR-7028-5p,nucleus_positive,0.00765
Mapk8ip1,ENSMUST00000149653.2,mmu-miR-762,nucleus_positive,0.0223
Mapk8ip1,ENSMUST00000149653.2,mmu-miR-5110,ER_negative,0.0373
Mapk8ip1,ENSMUST00000149653.2,mmu-miR-6931-5p,nucleus_positive,0.0418
Mapk8ip1,ENSMUST00000149653.2,mmu-miR-6919-3p,nucleoplasm_negative,0.04
Mapk8ip1,ENSMUST00000149653.2,mmu-miR-346-3p,mitochondrion_negative,0.0394
Mbnl2,ENSMUST00000088419.13,mmu-miR-466i-3p,chromatin_positive,0.000317
Mbnl2,ENSMUST00000088419.13,mmu-miR-466f-3p,chromatin_positive,0.00328
Mbnl2,ENSMUST00000088419.13,mmu-miR-467f,chromatin_positive,0.00626
