Gene,Transcript,Cluster
Map3k12,ENSMUST00000023812.10,membrane_negative
Map3k12,ENSMUST00000023812.10,nucleoplasm_negative
Map3k12,ENSMUST00000023812.10,nucleus_positive
Map3k12,ENSMUST00000164343.8,extracellular_positive
Map3k12,ENSMUST00000164343.8,nucleus_positive
Map3k12,ENSMUST00000167677.2,nucleus_positive
Map3k12,ENSMUST00000169367.8,ER_negative
Map3k12,ENSMUST00000169367.8,cytoplasm_negative
Map3k12,ENSMUST00000169367.8,nucleoplasm_negative
Map3k12,ENSMUST00000169367.8,nucleus_positive
Map3k12,ENSMUST00000169377.8,ER_negative
Map3k12,ENSMUST00000169377.8,nucleus_positive
Map3k12,ENSMUST00000171565.8,nucleus_positive
Map6,ENSMUST00000068973.11,ER_negative
Map6,ENSMUST00000068973.11,nucleus_positive
Map6,ENSMUST00000107100.3,ER_negative
Map6,ENSMUST00000107100.3,nucleus_positive
Map6,ENSMUST00000122101.8,ER_negative
Map6,ENSMUST00000122101.8,nucleus_positive
Map6,ENSMUST00000127492.2,ER_negative
Map6,ENSMUST00000127492.2,nucleus_positive
Map6,ENSMUST00000207883.2,ER_negative
Map6,ENSMUST00000207883.2,nucleus_positive
Map6,ENSMUST00000208605.2,ER_negative
Map6,ENSMUST00000208605.2,nucleus_positive
Map6,ENSMUST00000208924.2,ER_negative
Map6,ENSMUST00000208924.2,nucleus_positive
Map6,ENSMUST00000208978.2,ER_negative
Map6,ENSMUST00000208978.2,nucleus_positive
Map6,ENSMUST00000209094.2,ER_negative
Mapk11,ENSMUST00000088823.5,nucleoplasm_positive
Mapk11,ENSMUST00000088823.5,nucleus_positive
Mapk11,ENSMUST00000230634.2,nucleus_positive
Mapk11,ENSMUST00000230734.2,nucleoplasm_negative
Mapk11,ENSMUST00000230734.2,nucleus_positive
Mapk4,ENSMUST00000091851.10,chromatin_positive
Mapk4,ENSMUST00000091851.10,nucleoplasm_positive
Mapk4,ENSMUST00000091851.10,nucleus_positive
Mapk4,ENSMUST00000159162.2,nucleolus_negative
Mapk4,ENSMUST00000159162.2,nucleoplasm_negative
Mapk4,ENSMUST00000159162.2,nucleus_positive
Mapk4,ENSMUST00000162863.8,chromatin_positive
Mapk4,ENSMUST00000162863.8,nucleoplasm_positive
Mapk4,ENSMUST00000162863.8,nucleus_positive
Mapk8ip1,ENSMUST00000050312.3,ER_negative
Mapk8ip1,ENSMUST00000050312.3,extracellular_positive
Mapk8ip1,ENSMUST00000050312.3,mitochondrion_negative
Mapk8ip1,ENSMUST00000050312.3,nucleoplasm_negative
Mapk8ip1,ENSMUST00000050312.3,nucleus_positive
Mapk8ip1,ENSMUST00000050312.3,ribosome_negative
Mapk8ip1,ENSMUST00000111279.9,ER_negative
Mapk8ip1,ENSMUST00000111279.9,extracellular_positive
Mapk8ip1,ENSMUST00000111279.9,mitochondrion_negative
Mapk8ip1,ENSMUST00000111279.9,nucleoplasm_negative
Mapk8ip1,ENSMUST00000111279.9,nucleus_positive
Mapk8ip1,ENSMUST00000149653.2,ER_negative
Mapk8ip1,ENSMUST00000149653.2,mitochondrion_negative
Mapk8ip1,ENSMUST00000149653.2,nucleoplasm_negative
Mapk8ip1,ENSMUST00000149653.2,nucleus_positive
Mbnl2,ENSMUST00000088419.13,chromatin_positive
Mbnl2,ENSMUST00000167459.3,chromatin_positive
Mbnl2,ENSMUST00000226800.2,chromatin_negative
Mbnl2,ENSMUST00000227012.2,chromatin_negative
Mbnl2,ENSMUST00000227484.2,chromatin_positive
Mbnl2,ENSMUST00000227484.2,extracellular_positive
Mbnl2,ENSMUST00000227484.2,nucleus_positive
Mbnl2,ENSMUST00000227508.2,chromatin_negative
Mbnl2,ENSMUST00000227508.2,nucleus_positive
Mbnl2,ENSMUST00000227594.2,chromatin_negative
Mbnl2,ENSMUST00000227644.2,mitochondrion_negative
Mbp,ENSMUST00000047865.14,nucleoplasm_positive
Mbp,ENSMUST00000047865.14,nucleus_positive
Mbp,ENSMUST00000047865.14,ribosome_negative
Mbp,ENSMUST00000080658.12,nucleus_positive
Mbp,ENSMUST00000091789.11,chromatin_positive
Mbp,ENSMUST00000091789.11,extracellular_positive
Mbp,ENSMUST00000091789.11,nucleoplasm_positive
Mbp,ENSMUST00000091789.11,nucleus_positive
Mbp,ENSMUST00000114676.8,nucleoplasm_positive
Mbp,ENSMUST00000132369.3,nucleus_positive
Mbp,ENSMUST00000133193.9,nucleus_positive
Mbp,ENSMUST00000142850.9,nucleus_positive
Mbp,ENSMUST00000150952.2,nucleus_positive
Mbp,ENSMUST00000152071.9,nucleus_positive
Mbp,ENSMUST00000153478.9,nucleus_positive
Mcc,ENSMUST00000089874.9,ER_negative
Mcc,ENSMUST00000089874.9,extracellular_positive
Mcc,ENSMUST00000089874.9,nucleus_positive
Mcc,ENSMUST00000164666.6,ER_negative
Mcc,ENSMUST00000164666.6,nucleoplasm_positive
Mcc,ENSMUST00000164666.6,nucleus_positive
Mcc,ENSMUST00000202090.2,mitochondrion_negative
Mcc,ENSMUST00000202090.2,nucleus_positive
Mcc,ENSMUST00000202845.2,nucleoplasm_negative
Mcc,ENSMUST00000202845.2,nucleus_positive
Mcc,ENSMUST00000202845.2,ribosome_negative
Med24,ENSMUST00000017354.13,nucleus_positive
Med24,ENSMUST00000100500.9,nucleus_positive
Med24,ENSMUST00000124371.2,mitochondrion_negative
Med24,ENSMUST00000125064.8,nucleoplasm_negative
Med24,ENSMUST00000125064.8,nucleus_positive
Med24,ENSMUST00000137328.8,ER_negative
Med24,ENSMUST00000138750.8,nucleus_positive
Med24,ENSMUST00000156378.2,mitochondrion_negative
Med24,ENSMUST00000156378.2,nucleoplasm_negative
Mef2c,ENSMUST00000196832.2,chromatin_positive
Mef2c,ENSMUST00000196832.2,nucleus_positive
Mef2c,ENSMUST00000197146.5,chromatin_positive
Mef2c,ENSMUST00000197681.5,nucleus_positive
Mef2c,ENSMUST00000197722.5,nucleus_positive
Mef2c,ENSMUST00000197938.5,nucleus_positive
Mef2c,ENSMUST00000199019.5,ER_negative
Mef2c,ENSMUST00000199019.5,chromatin_positive
Mef2c,ENSMUST00000199019.5,nucleoplasm_positive
Mef2c,ENSMUST00000199019.5,nucleus_positive
Mef2c,ENSMUST00000199105.5,ER_negative
Mef2c,ENSMUST00000199105.5,chromatin_positive
Mef2c,ENSMUST00000199105.5,nucleoplasm_positive
Mef2c,ENSMUST00000199105.5,nucleus_positive
Mef2c,ENSMUST00000199432.5,nucleus_positive
Mef2d,ENSMUST00000001455.13,ER_negative
Mef2d,ENSMUST00000001455.13,chromatin_positive
Mef2d,ENSMUST00000001455.13,nucleoplasm_positive
Mef2d,ENSMUST00000001455.13,nucleus_positive
Mef2d,ENSMUST00000107558.9,nucleoplasm_positive
Mef2d,ENSMUST00000107558.9,nucleus_positive
Mef2d,ENSMUST00000107559.3,nucleoplasm_positive
Mef2d,ENSMUST00000107559.3,nucleus_positive
Mef2d,ENSMUST00000119251.8,ER_negative
Mef2d,ENSMUST00000119251.8,nucleoplasm_positive
Mef2d,ENSMUST00000119251.8,nucleus_positive
Mef2d,ENSMUST00000139153.2,ER_negative
Mef2d,ENSMUST00000139153.2,nucleoplasm_negative
Mef2d,ENSMUST00000139153.2,nucleus_positive
Mef2d,ENSMUST00000140927.2,nucleus_positive
Mef2d,ENSMUST00000152861.2,ER_negative
Mef2d,ENSMUST00000152861.2,nucleoplasm_positive
Mef2d,ENSMUST00000152861.2,nucleus_positive
Mest,ENSMUST00000124665.3,chromatin_positive
Mest,ENSMUST00000124665.3,nucleus_positive
Mest,ENSMUST00000130751.8,cytoplasm_negative
Mest,ENSMUST00000149496.2,cytoplasm_negative
Mest,ENSMUST00000149496.2,nucleus_positive
Mest,ENSMUST00000157040.8,nucleus_positive
Mest,ENSMUST00000163949.9,chromatin_positive
Mest,ENSMUST00000163949.9,nucleus_positive
Mettl5,ENSMUST00000060447.13,nucleoplasm_positive
Mettl5,ENSMUST00000060447.13,nucleus_positive
Mettl5,ENSMUST00000135487.2,nucleus_positive
Mettl5,ENSMUST00000142127.8,nucleus_positive
Mical3,ENSMUST00000077159.8,nucleoplasm_negative
Mical3,ENSMUST00000077159.8,nucleus_positive
Mical3,ENSMUST00000098457.9,ER_negative
Mical3,ENSMUST00000098457.9,nucleoplasm_positive
Mical3,ENSMUST00000098457.9,nucleus_positive
Mical3,ENSMUST00000142924.2,ER_negative
Mical3,ENSMUST00000142924.2,nucleoplasm_negative
Mical3,ENSMUST00000142924.2,nucleus_positive
Mical3,ENSMUST00000150503.4,ER_negative
Mical3,ENSMUST00000150503.4,cytoplasm_negative
Mical3,ENSMUST00000150503.4,mitochondrion_negative
Mical3,ENSMUST00000150503.4,nucleoplasm_negative
Mical3,ENSMUST00000203095.2,nucleoplasm_negative
Mical3,ENSMUST00000203254.3,nucleoplasm_negative
Mical3,ENSMUST00000203254.3,nucleus_positive
Mical3,ENSMUST00000204248.2,nucleoplasm_negative
Mical3,ENSMUST00000204248.2,nucleus_positive
Mical3,ENSMUST00000204302.3,chromatin_positive
Mical3,ENSMUST00000204302.3,nucleoplasm_positive
Mical3,ENSMUST00000204302.3,nucleus_positive
Mical3,ENSMUST00000204994.2,nucleoplasm_positive
Mical3,ENSMUST00000204994.2,nucleus_positive
Mical3,ENSMUST00000205030.2,nucleoplasm_negative
Mical3,ENSMUST00000207889.2,ER_negative
Mical3,ENSMUST00000207889.2,nucleoplasm_positive
Mical3,ENSMUST00000207889.2,nucleus_positive
Mical3,ENSMUST00000212208.2,ER_negative
Mical3,ENSMUST00000212208.2,nucleoplasm_negative
Mical3,ENSMUST00000212333.2,ER_negative
Mical3,ENSMUST00000212333.2,nucleoplasm_negative
Mical3,ENSMUST00000212333.2,nucleus_positive
Mical3,ENSMUST00000238920.2,ER_negative
Mical3,ENSMUST00000238920.2,nucleoplasm_positive
Mical3,ENSMUST00000238920.2,nucleus_positive
Mical3,ENSMUST00000238957.2,ER_negative
Mical3,ENSMUST00000238957.2,nucleoplasm_positive
Mical3,ENSMUST00000238957.2,nucleus_positive
Mical3,ENSMUST00000238968.2,ER_negative
Mical3,ENSMUST00000238968.2,nucleoplasm_positive
Mical3,ENSMUST00000238968.2,nucleus_positive
Micall1,ENSMUST00000040320.10,ER_negative
Micall1,ENSMUST00000040320.10,nucleoplasm_positive
Micall1,ENSMUST00000040320.10,nucleus_positive
Micall1,ENSMUST00000229031.2,ER_negative
Micall1,ENSMUST00000229031.2,nucleus_positive
Micall1,ENSMUST00000229048.2,nucleus_positive
Micall1,ENSMUST00000229113.2,extracellular_positive
Micall1,ENSMUST00000229113.2,mitochondrion_negative
Micall1,ENSMUST00000229113.2,nucleus_positive
Micall1,ENSMUST00000229694.2,mitochondrion_negative
Mid1,ENSMUST00000036753.12,chromatin_positive
Mid1,ENSMUST00000036753.12,nucleoplasm_positive
Mid1,ENSMUST00000036753.12,nucleus_positive
Mid1,ENSMUST00000078947.12,chromatin_positive
Mid1,ENSMUST00000078947.12,nucleus_positive
Mid1,ENSMUST00000079443.6,nucleus_positive
Mid1,ENSMUST00000112104.8,nucleus_positive
Mid1,ENSMUST00000112105.8,chromatin_positive
Mid1,ENSMUST00000112105.8,nucleoplasm_positive
Mid1,ENSMUST00000112105.8,nucleus_positive
Mid1,ENSMUST00000112107.8,mitochondrion_negative
Mid1,ENSMUST00000112107.8,nucleus_positive
Mid1,ENSMUST00000149258.2,nucleus_positive
Mid1,ENSMUST00000163810.9,nucleoplasm_positive
Mid1,ENSMUST00000163810.9,nucleus_positive
Mideas,ENSMUST00000046266.13,ER_negative
Mideas,ENSMUST00000046266.13,cytoplasm_positive
Mideas,ENSMUST00000046266.13,nucleoplasm_positive
Mideas,ENSMUST00000046266.13,nucleus_positive
Mideas,ENSMUST00000110294.2,ER_negative
Mideas,ENSMUST00000110294.2,cytoplasm_positive
Mideas,ENSMUST00000110294.2,nucleoplasm_positive
Mideas,ENSMUST00000110294.2,nucleus_positive
Mideas,ENSMUST00000137562.2,cytoplasm_negative
Mideas,ENSMUST00000137562.2,nucleoplasm_negative
Mideas,ENSMUST00000220974.2,cytoplasm_negative
Mideas,ENSMUST00000220974.2,nucleoplasm_positive
Mideas,ENSMUST00000220974.2,nucleus_positive
Minar2,ENSMUST00000058633.9,ER_negative
Minar2,ENSMUST00000058633.9,cytoplasm_negative
Minar2,ENSMUST00000058633.9,nucleoplasm_negative
Minar2,ENSMUST00000117064.8,ER_negative
Minar2,ENSMUST00000117064.8,nucleoplasm_negative
Minar2,ENSMUST00000165666.9,ER_negative
Minar2,ENSMUST00000165666.9,cytoplasm_negative
Minar2,ENSMUST00000165666.9,nucleoplasm_negative
Mir17hg,ENSMUST00000134140.3,chromatin_positive
Mir17hg,ENSMUST00000134140.3,nucleolus_negative
Mir17hg,ENSMUST00000134140.3,nucleus_positive
Mir17hg,ENSMUST00000350196.1,nucleus_positive
Mir17hg,ENSMUST00000350197.1,nucleus_positive
Mir17hg,ENSMUST00000350198.1,nucleoplasm_positive
Mir181a-1hg,ENSMUST00000182158.3,nucleus_positive
Mir181a-1hg,ENSMUST00000187561.4,nucleus_positive
Mir181a-1hg,ENSMUST00000194874.3,ER_negative
Mir181a-1hg,ENSMUST00000194874.3,nucleoplasm_negative
Mir181a-1hg,ENSMUST00000295642.1,ER_negative
Mir181a-1hg,ENSMUST00000295643.1,ER_negative
Mir181a-1hg,ENSMUST00000295643.1,cytoplasm_negative
Mir181a-1hg,ENSMUST00000295643.1,nucleoplasm_negative
Mir181a-1hg,ENSMUST00000295657.1,nucleus_positive
Mirg,ENSMUST00000181496.2,nucleoplasm_negative
Mirg,ENSMUST00000181496.2,nucleus_positive
Mirg,ENSMUST00000181543.9,nucleoplasm_negative
Mirg,ENSMUST00000182185.8,chromatin_positive
Mirg,ENSMUST00000182185.8,nucleus_positive
Mirg,ENSMUST00000182300.3,mitochondrion_negative
Mirg,ENSMUST00000182300.3,nucleoplasm_negative
Mirg,ENSMUST00000182300.3,nucleus_positive
Mirg,ENSMUST00000182499.9,chromatin_positive
Mirg,ENSMUST00000182499.9,nucleus_positive
Mirg,ENSMUST00000183068.9,extracellular_positive
Mirg,ENSMUST00000183068.9,nucleoplasm_negative
Mirg,ENSMUST00000183068.9,nucleus_positive
Mirg,ENSMUST00000183084.2,nucleoplasm_negative
Mirg,ENSMUST00000183084.2,nucleus_positive
Mirg,ENSMUST00000183144.8,nucleoplasm_negative
Mirg,ENSMUST00000183144.8,nucleus_positive
Mirg,ENSMUST00000267476.1,nucleoplasm_negative
Mirg,ENSMUST00000267477.1,nucleoplasm_negative
Mirg,ENSMUST00000267477.1,nucleus_positive
Mirg,ENSMUST00000267478.1,nucleoplasm_negative
Mirg,ENSMUST00000267479.1,nucleoplasm_negative
Mirg,ENSMUST00000267479.1,nucleus_positive
Mirg,ENSMUST00000267480.1,nucleoplasm_negative
Mirg,ENSMUST00000267481.1,nucleoplasm_negative
Mirg,ENSMUST00000267481.1,nucleus_positive
Mirg,ENSMUST00000267482.1,nucleoplasm_negative
Mirg,ENSMUST00000267482.1,nucleus_positive
Mirg,ENSMUST00000267483.1,nucleoplasm_negative
Mirg,ENSMUST00000267483.1,nucleus_positive
Mirg,ENSMUST00000267484.1,nucleoplasm_negative
Mirg,ENSMUST00000267485.1,nucleoplasm_negative
Mirg,ENSMUST00000267485.1,nucleus_positive
Mirg,ENSMUST00000267486.1,nucleus_positive
Mirg,ENSMUST00000267487.1,nucleoplasm_negative
Mirg,ENSMUST00000267487.1,nucleus_positive
Mirg,ENSMUST00000267488.1,nucleoplasm_negative
Mirg,ENSMUST00000267488.1,nucleus_positive
Mirg,ENSMUST00000267489.1,nucleoplasm_negative
Mirg,ENSMUST00000267490.1,nucleoplasm_negative
Mirg,ENSMUST00000267490.1,nucleus_positive
Mirg,ENSMUST00000267491.1,extracellular_positive
Mirg,ENSMUST00000267491.1,nucleoplasm_negative
Mirg,ENSMUST00000267491.1,nucleus_positive
Mirg,ENSMUST00000267491.1,ribosome_negative
Mirg,ENSMUST00000267492.1,nucleoplasm_negative
Mirg,ENSMUST00000267492.1,nucleus_positive
Mirg,ENSMUST00000267493.1,nucleoplasm_negative
Mirg,ENSMUST00000267493.1,nucleus_positive
Mirg,ENSMUST00000267494.1,nucleoplasm_negative
Mirg,ENSMUST00000267494.1,nucleus_positive
Mirg,ENSMUST00000267495.1,nucleoplasm_negative
Mirg,ENSMUST00000267495.1,nucleus_positive
Mirg,ENSMUST00000267496.1,nucleoplasm_negative
Mitf,ENSMUST00000043628.13,ER_negative
Mitf,ENSMUST00000043628.13,cytoplasm_negative
Mitf,ENSMUST00000043637.14,ER_negative
Mitf,ENSMUST00000043637.14,nucleus_positive
Mitf,ENSMUST00000101123.10,ER_negative
Mitf,ENSMUST00000101123.10,cytoplasm_negative
Mitf,ENSMUST00000113339.8,ER_negative
Mitf,ENSMUST00000113339.8,cytoplasm_negative
Mitf,ENSMUST00000148233.2,nucleus_positive
Mitf,ENSMUST00000203884.3,nucleus_positive
Mkrn1,ENSMUST00000031985.13,nucleoplasm_positive
Mkrn1,ENSMUST00000051671.11,chromatin_positive
Mkrn1,ENSMUST00000051671.11,nucleoplasm_positive
Mkrn1,ENSMUST00000114822.2,nucleoplasm_positive
Mkrn1,ENSMUST00000114823.8,chromatin_positive
Mkrn1,ENSMUST00000122996.8,nucleus_positive
Mkrn1,ENSMUST00000150575.2,nucleoplasm_negative
Mkrn1,ENSMUST00000150575.2,ribosome_negative
Mpdz,ENSMUST00000102830.10,chromatin_positive
Mpdz,ENSMUST00000102830.10,nucleus_positive
Mpdz,ENSMUST00000107258.9,nucleus_positive
Mpdz,ENSMUST00000142273.2,chromatin_positive
Mpdz,ENSMUST00000142273.2,nucleus_positive
Mpdz,ENSMUST00000220807.2,nucleus_positive
Mpdz,ENSMUST00000220807.2,ribosome_negative
Mpped2,ENSMUST00000111063.8,nucleoplasm_negative
Mpped2,ENSMUST00000111063.8,nucleus_positive
Mpped2,ENSMUST00000125023.2,nucleoplasm_negative
Mta3,ENSMUST00000067826.15,chromatin_positive
Mta3,ENSMUST00000067826.15,nucleus_positive
Mta3,ENSMUST00000112349.9,nucleus_positive
Mta3,ENSMUST00000112350.8,nucleus_positive
Mta3,ENSMUST00000112352.10,nucleus_positive
Mta3,ENSMUST00000177069.8,nucleus_positive
Mtcl2,ENSMUST00000069098.7,nucleoplasm_positive
Mtcl2,ENSMUST00000069098.7,nucleus_positive
Mtcl2,ENSMUST00000133571.2,nucleus_positive
Mtif2,ENSMUST00000020749.13,extracellular_positive
Mtif2,ENSMUST00000093239.11,extracellular_positive
Mtif2,ENSMUST00000129893.2,mitochondrion_negative
Mtss1,ENSMUST00000080371.8,ER_negative
Mtss1,ENSMUST00000080371.8,nucleoplasm_positive
Mtss1,ENSMUST00000080371.8,nucleus_positive
Mtss1,ENSMUST00000226393.2,ER_negative
Mtss1,ENSMUST00000226393.2,nucleoplasm_negative
Mtss1,ENSMUST00000226923.2,nucleus_positive
Mtss1,ENSMUST00000226976.2,ER_negative
Mtss1,ENSMUST00000226976.2,nucleoplasm_positive
Mtss1,ENSMUST00000227045.2,ER_negative
Mtss1,ENSMUST00000227196.2,ER_negative
Mtss1,ENSMUST00000227238.2,ER_negative
Mtss1,ENSMUST00000227797.2,nucleus_positive
Mtss1,ENSMUST00000228067.2,ER_negative
Mtss1,ENSMUST00000228365.2,ER_negative
Mtss1,ENSMUST00000228655.2,nucleoplasm_positive
Mtss1,ENSMUST00000228655.2,nucleus_positive
Mtus1,ENSMUST00000059115.13,chromatin_positive
Mtus1,ENSMUST00000059115.13,nucleus_positive
Mtus1,ENSMUST00000135194.2,ER_negative
Mtus1,ENSMUST00000145860.2,nucleus_positive
Mybpc1,ENSMUST00000119185.8,ribosome_negative
Mybpc1,ENSMUST00000121629.8,chromatin_positive
Mybpc1,ENSMUST00000121629.8,nucleoplasm_positive
Mybpc1,ENSMUST00000121629.8,nucleus_positive
Mybpc1,ENSMUST00000156573.2,ribosome_negative
Mybpc1,ENSMUST00000238199.2,nucleus_positive
Mybpc1,ENSMUST00000238199.2,ribosome_negative
Mycl,ENSMUST00000030407.8,nucleoplasm_positive
Mycl,ENSMUST00000030407.8,nucleus_positive
Mycl,ENSMUST00000106252.9,chromatin_positive
Mycl,ENSMUST00000106252.9,nucleoplasm_positive
Mycl,ENSMUST00000106252.9,nucleus_positive
Myh10,ENSMUST00000018887.15,nucleus_positive
Myh10,ENSMUST00000092984.6,chromatin_positive
Myh10,ENSMUST00000092984.6,nucleus_positive
Myh10,ENSMUST00000102611.10,chromatin_positive
Myh10,ENSMUST00000102611.10,nucleus_positive
Myh10,ENSMUST00000124006.2,nucleoplasm_negative
Myl1,ENSMUST00000027151.12,mitochondrion_negative
Myl1,ENSMUST00000027151.12,nucleus_positive
Myl1,ENSMUST00000151328.3,mitochondrion_negative
Myl1,ENSMUST00000151328.3,nucleus_positive
Myl1,ENSMUST00000160100.2,mitochondrion_negative
Myo1b,ENSMUST00000046390.14,nucleoplasm_positive
Myo1b,ENSMUST00000114541.8,nucleus_positive
Myo1b,ENSMUST00000151525.8,chromatin_positive
Myo1b,ENSMUST00000151525.8,nucleoplasm_negative
Myo1b,ENSMUST00000151525.8,nucleus_positive
Naa40,ENSMUST00000025675.11,nucleus_positive
Naa40,ENSMUST00000235323.2,nucleoplasm_positive
Naa40,ENSMUST00000235323.2,nucleus_positive
Naa40,ENSMUST00000236628.2,chromatin_positive
Naa40,ENSMUST00000236628.2,nucleoplasm_positive
Naa40,ENSMUST00000236628.2,nucleus_positive
Naa40,ENSMUST00000236769.2,nucleoplasm_positive
Naa40,ENSMUST00000236769.2,nucleus_positive
Naa40,ENSMUST00000237834.2,nucleoplasm_positive
Naaa,ENSMUST00000113102.10,ER_negative
Naaa,ENSMUST00000113102.10,chromatin_positive
Naaa,ENSMUST00000113102.10,nucleus_positive
Naaa,ENSMUST00000159345.8,ER_negative
Naaa,ENSMUST00000159345.8,nucleus_positive
Naaa,ENSMUST00000159732.2,nucleus_positive
Naaa,ENSMUST00000161212.2,ER_negative
Naaa,ENSMUST00000161212.2,nucleus_positive
Nab2,ENSMUST00000026469.9,ER_negative
Nab2,ENSMUST00000026469.9,chromatin_positive
Nab2,ENSMUST00000026469.9,nucleoplasm_positive
Nab2,ENSMUST00000026469.9,nucleus_positive
Nab2,ENSMUST00000099157.4,chromatin_positive
Nab2,ENSMUST00000099157.4,nucleoplasm_positive
Nab2,ENSMUST00000099157.4,nucleus_positive
Nab2,ENSMUST00000128780.2,nucleoplasm_negative
Nab2,ENSMUST00000129252.2,nucleoplasm_negative
Nabp2,ENSMUST00000164199.8,nucleus_positive
Nabp2,ENSMUST00000171494.8,ER_negative
Nagk,ENSMUST00000037376.14,chromatin_positive
Nagk,ENSMUST00000113850.2,ER_negative
Nagk,ENSMUST00000141611.2,ER_negative
Nagk,ENSMUST00000205599.2,ER_negative
Nat10,ENSMUST00000028608.13,nucleoplasm_negative
Nat10,ENSMUST00000090447.12,nucleus_positive
Nat10,ENSMUST00000127581.8,mitochondrion_negative
Nat10,ENSMUST00000133016.8,chromatin_positive
Nat10,ENSMUST00000133016.8,nucleoplasm_positive
Nat10,ENSMUST00000133016.8,nucleus_positive
Nat10,ENSMUST00000137050.8,chromatin_positive
Nat10,ENSMUST00000137050.8,nucleoplasm_positive
Nat10,ENSMUST00000137050.8,nucleus_positive
Nat10,ENSMUST00000143017.8,chromatin_positive
Nat10,ENSMUST00000143017.8,nucleoplasm_positive
Nat10,ENSMUST00000143017.8,nucleus_positive
Nat10,ENSMUST00000144590.9,cytoplasm_negative
Nat10,ENSMUST00000144590.9,nucleus_positive
Nav2,ENSMUST00000064383.7,nucleoplasm_negative
Nav2,ENSMUST00000064383.7,nucleus_positive
Nav2,ENSMUST00000183531.2,chromatin_positive
Nav2,ENSMUST00000183659.8,chromatin_positive
Nav2,ENSMUST00000183659.8,nucleoplasm_negative
Nav2,ENSMUST00000183659.8,nucleus_positive
Nav2,ENSMUST00000183715.2,mitochondrion_negative
Nav2,ENSMUST00000184102.2,nucleus_positive
Nav2,ENSMUST00000184109.2,mitochondrion_negative
Nav2,ENSMUST00000184124.8,chromatin_positive
Nav2,ENSMUST00000184124.8,nucleus_positive
Nav2,ENSMUST00000184155.2,nucleoplasm_negative
Nav2,ENSMUST00000184462.2,ER_negative
Nav2,ENSMUST00000184462.2,nucleus_positive
Nav2,ENSMUST00000184544.2,ER_negative
Nav2,ENSMUST00000184544.2,nucleoplasm_negative
Nav2,ENSMUST00000184809.8,nucleus_positive
Nav2,ENSMUST00000184928.8,ER_negative
Nav2,ENSMUST00000184928.8,nucleoplasm_negative
Nav2,ENSMUST00000184928.8,nucleus_positive
Nav2,ENSMUST00000184945.8,chromatin_positive
Nav2,ENSMUST00000184945.8,cytoplasm_positive
Nav2,ENSMUST00000184945.8,nucleoplasm_positive
Nav2,ENSMUST00000184945.8,nucleus_positive
Nav2,ENSMUST00000184955.8,ER_negative
Nav2,ENSMUST00000184955.8,nucleus_positive
Ncam1,ENSMUST00000114476.8,nucleus_positive
Ncam1,ENSMUST00000166811.9,nucleus_positive
Ncam1,ENSMUST00000193547.6,cytoplasm_positive
Ncam1,ENSMUST00000193547.6,nucleoplasm_positive
Ncam1,ENSMUST00000193547.6,nucleus_positive
Ncam1,ENSMUST00000194252.6,cytoplasm_positive
Ncam1,ENSMUST00000194252.6,nucleus_positive
Ndrg1,ENSMUST00000005256.14,nucleus_positive
Ndrg1,ENSMUST00000171569.8,nucleoplasm_negative
Ndrg1,ENSMUST00000171569.8,nucleus_positive
Ndrg2,ENSMUST00000004673.15,nucleus_positive
Ndrg2,ENSMUST00000111632.5,nucleus_positive
Ndrg2,ENSMUST00000226528.2,nucleoplasm_negative
Ndrg2,ENSMUST00000227237.2,nucleoplasm_negative
Ndrg2,ENSMUST00000227402.2,nucleoplasm_negative
Ndrg2,ENSMUST00000227402.2,nucleus_positive
Neat1,ENSMUST00000173672.4,extracellular_positive
Neat1,ENSMUST00000173672.4,nucleus_positive
Neat1,ENSMUST00000301001.1,cytoplasm_negative
Neat1,ENSMUST00000301007.1,mitochondrion_negative
Neat1,ENSMUST00000301013.1,nucleus_positive
Nectin2,ENSMUST00000075447.14,nucleoplasm_positive
Nectin2,ENSMUST00000075447.14,nucleus_positive
Nectin2,ENSMUST00000108450.5,nucleoplasm_negative
Nectin2,ENSMUST00000108450.5,nucleus_positive
Nefm,ENSMUST00000022638.6,ER_negative
Nefm,ENSMUST00000022638.6,chromatin_negative
Nefm,ENSMUST00000022638.6,membrane_negative
Nefm,ENSMUST00000022638.6,nucleoplasm_negative
Nefm,ENSMUST00000022638.6,ribosome_negative
Nefm,ENSMUST00000111089.8,chromatin_negative
Nefm,ENSMUST00000111089.8,nucleoplasm_negative
Nefm,ENSMUST00000111089.8,nucleus_positive
Nell2,ENSMUST00000075275.3,nucleus_positive
Nell2,ENSMUST00000166170.9,nucleoplasm_positive
Nell2,ENSMUST00000166170.9,nucleus_positive
Nell2,ENSMUST00000229933.2,nucleus_positive
Nell2,ENSMUST00000229981.2,nucleus_positive
Nes,ENSMUST00000090973.12,ER_negative
Nes,ENSMUST00000090973.12,cytoplasm_positive
Nes,ENSMUST00000090973.12,nucleoplasm_positive
Nes,ENSMUST00000090973.12,nucleus_positive
Nes,ENSMUST00000159830.2,ER_negative
Nes,ENSMUST00000159830.2,nucleus_positive
Nes,ENSMUST00000160694.2,ER_negative
Nes,ENSMUST00000160694.2,cytoplasm_positive
Nes,ENSMUST00000160694.2,nucleoplasm_positive
Nes,ENSMUST00000160694.2,nucleus_positive
Nfasc,ENSMUST00000043189.14,ER_negative
Nfasc,ENSMUST00000043189.14,nucleus_positive
