sequence_id,chromatin_prob,cytoplasm_prob,cytosol_prob,endoplasmic reticulum_prob,extracellular region_prob,membrane_prob,mitochondrion_prob,nucleolus_prob,nucleoplasm_prob,nucleus_prob,ribosome_prob,predicted_locations
ENSMUST00000160671.8,1.0,1.0,1.0,1.701828e-17,1.0,1.0,1.0,1.0,0.99987936,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000199868.5,1.9926827e-07,5.642293e-13,1.5552423e-05,3.093353e-18,1.0,2.3457778e-08,4.866761e-10,4.3490317e-08,1.8602233e-16,5.624112e-06,7.553181e-15,extracellular region
ENSMUST00000193742.6,2.7239233e-07,3.3268122e-08,1.0,1.3525136e-13,0.9999882,0.7169471,0.043657534,0.56901896,1.2807404e-05,0.9999963,0.10310046,cytosol;extracellular region;membrane;nucleolus;nucleus
ENSMUST00000202576.4,1.0,0.9979716,1.0,0.00010007116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000355204.1,1.4831045e-09,2.3005206e-19,0.9999968,3.0516087e-23,1.0,1.0842102e-09,2.0622794e-08,6.3213196e-10,9.285165e-08,0.99999964,5.8758695e-13,cytosol;extracellular region;nucleus
ENSMUST00000194874.3,3.5634662e-21,1.6919699e-09,7.1107806e-06,9.099146e-28,1.0,1.1011003e-22,0.99999976,2.5345775e-15,3.2951335e-17,0.24048264,1.0408003e-05,extracellular region;mitochondrion
ENSMUST00000210104.2,6.726119e-11,1.4558931e-12,0.99999976,4.5866216e-15,0.9146071,2.0791318e-05,7.743901e-11,2.1906635e-07,6.7786686e-07,1.0,1.0235851e-08,cytosol;extracellular region;nucleus
ENSMUST00000176029.2,0.9999919,1.0,1.0,0.23970309,1.0,0.9995914,1.0,0.9999788,0.9999999,1.0,0.9999999,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000149478.8,1.0601095e-08,6.91261e-08,0.997021,1.9536578e-17,1.0,7.5542556e-13,0.9999714,5.624279e-06,2.0685409e-10,0.99912935,0.998245,cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000153334.2,1.0,0.031765696,1.0,4.4770488e-07,0.9999974,0.032884754,0.00046381186,0.9984707,0.71762085,1.0,2.484401e-05,chromatin;cytosol;extracellular region;nucleolus;nucleoplasm;nucleus
ENSMUST00000150698.4,0.0004101117,4.470158e-10,0.9999049,1.4526836e-16,0.9999994,0.0004632779,2.6891933e-10,0.0004056055,2.854504e-05,0.9999994,1.311385e-15,cytosol;extracellular region;nucleus
ENSMUST00000211699.2,0.038629044,1.0,1.0,2.4700065e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000196800.2,0.99963486,0.99997234,1.0,6.554985e-08,1.0,0.99902,1.0,3.1382488e-08,0.36826533,0.9999999,0.00061173283,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleus
ENSMUST00000149566.2,3.2263733e-10,1.06801795e-13,0.7409433,1.6759403e-19,1.0,2.3670939e-09,9.203331e-13,6.9210077e-10,1.0569548e-10,0.9999294,7.791871e-07,cytosol;extracellular region;nucleus
ENSMUST00000226959.2,3.1817006e-18,2.2266126e-12,1.0,4.0689483e-16,0.9999999,1.2860558e-05,0.0025672659,4.4833524e-13,2.2148757e-08,1.0,4.4990066e-15,cytosol;extracellular region;nucleus
ENSMUST00000228519.2,8.1220024e-17,1.2443732e-05,6.3740155e-12,1.5416353e-12,1.0,2.1838664e-16,1.0559836e-06,1.6640701e-14,7.385708e-21,9.692867e-07,6.734981e-06,extracellular region
ENSMUST00000187694.2,1.1936093e-05,4.656259e-05,0.99999976,3.0901945e-09,1.0,4.0979143e-12,2.3114157e-05,4.5638194e-06,0.00015748147,0.9999999,3.1173792e-09,cytosol;extracellular region;nucleus
ENSMUST00000217683.2,6.7185196e-10,1.269962e-15,0.04742975,7.8061115e-26,1.0,1.4738654e-14,0.007561373,1.5849393e-12,2.2348646e-14,0.99990046,0.35580638,extracellular region;nucleus
ENSMUST00000214218.2,8.014894e-17,1.23159165e-11,5.8946416e-08,5.609296e-32,0.9999999,4.7596676e-13,1.8637951e-17,1.2381257e-18,1.9775396e-24,1.8386433e-11,2.2048917e-18,extracellular region
ENSMUST00000155685.8,4.288106e-05,5.366547e-20,0.9999999,2.4248302e-22,1.0,1.154615e-10,0.0073077055,1.266614e-15,9.4137335e-20,0.0046040053,0.008871447,cytosol;extracellular region
ENSMUST00000314709.1,1.9282982e-10,9.349903e-09,0.9999981,1.6912698e-20,1.0,0.9996333,0.04751352,0.9825749,1.0,0.9999969,0.02109313,cytosol;extracellular region;membrane;nucleolus;nucleoplasm;nucleus
ENSMUST00000223939.2,1.2386026e-05,1.9432634e-13,0.99999976,6.8566763e-18,0.99999285,0.1444023,2.909438e-09,3.693349e-07,5.910713e-07,0.99998665,9.764284e-17,cytosol;extracellular region;nucleus
ENSMUST00000170456.2,3.82748e-12,8.2421125e-15,4.7230625e-08,3.476472e-14,1.0,5.851101e-12,9.642613e-06,5.1912315e-11,6.88924e-14,1.5456948e-07,1.6513209e-15,extracellular region
ENSMUST00000165541.8,1.0,1.0,1.0,3.7557424e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000152407.8,4.9801874e-10,6.837672e-11,1.0,1.3089035e-19,1.0,0.9988335,1.7238145e-07,0.77146053,0.013112173,1.0,1.1902644e-07,cytosol;extracellular region;membrane;nucleolus;nucleus
ENSMUST00000229207.2,1.20751265e-11,1.9474935e-09,0.029189643,2.5546154e-09,0.99996054,1.2227774e-10,1.29813525e-05,2.0630078e-07,0.011467537,0.0026312422,4.9261623e-12,extracellular region
ENSMUST00000225759.2,4.4937466e-20,7.298212e-14,0.9998772,3.1518623e-18,1.0,1.2203745e-15,1.7202376e-07,2.0129888e-20,5.92514e-17,0.28594866,8.046253e-12,cytosol;extracellular region
ENSMUST00000161987.8,0.008850693,7.916904e-15,0.9999999,1.22201104e-20,0.9999993,0.43647403,6.0408133e-06,1.1538809e-08,7.8960596e-07,0.95488465,6.8847015e-07,cytosol;extracellular region;nucleus
ENSMUST00000208903.2,7.238732e-23,4.6292642e-23,5.5673657e-24,3.1799472e-29,1.0,1.549872e-28,1.0013259e-20,9.437313e-29,3.5796199e-31,1.4210139e-25,5.7072443e-32,extracellular region
ENSMUST00000203188.2,3.1410773e-22,4.149742e-15,7.797131e-13,4.0674268e-24,1.0,1.3836674e-15,2.173877e-15,7.594259e-24,2.1816856e-23,7.019495e-17,1.0792724e-21,extracellular region
ENSMUST00000244513.1,9.8378145e-08,2.0371928e-11,1.638533e-05,9.235564e-13,0.98963404,3.873997e-10,5.4308386e-10,7.786315e-07,1.635239e-11,4.193194e-10,3.0818434e-12,extracellular region
ENSMUST00000230634.2,2.1025764e-05,6.410216e-11,0.98661256,9.9209656e-24,1.0,2.6450982e-14,1.5146668e-15,2.2115373e-07,4.0021426e-14,0.9989532,5.6979385e-23,cytosol;extracellular region;nucleus
ENSMUST00000228985.2,1.0,1.0,1.0,5.6620224e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000167195.8,1.2299961e-10,5.9097268e-08,0.3440368,4.5485117e-17,0.999838,6.115185e-09,1.902258e-19,3.6521172e-07,0.4806991,0.00014749954,7.9429275e-13,extracellular region
ENSMUST00000207998.2,6.4223395e-24,1.6675984e-27,8.250071e-30,5.890317e-26,1.0,1.1132088e-22,3.7771143e-15,9.527194e-23,4.0407444e-34,2.396607e-30,4.820513e-29,extracellular region
ENSMUST00000152463.8,8.83125e-06,0.0005290865,1.0,2.8323142e-18,1.0,0.99249613,0.00046588093,0.9985777,2.8107462e-07,1.0,3.862057e-06,cytosol;extracellular region;membrane;nucleolus;nucleus
ENSMUST00000173075.3,2.037659e-11,1.8970804e-15,0.99999857,1.7361298e-23,0.99999964,9.504822e-05,1.3478472e-13,0.71466345,1.2862738e-06,0.9999963,1.3966587e-13,cytosol;extracellular region;nucleolus;nucleus
ENSMUST00000219917.2,6.103436e-10,1.3024907e-15,0.3126872,1.319045e-13,1.0,2.9186337e-11,7.815257e-19,0.110101216,3.593375e-13,0.0001805907,1.2473639e-20,extracellular region
ENSMUST00000196883.2,1.6334688e-18,1.5715192e-09,0.0005136788,7.791231e-20,1.0,2.0328637e-12,1.1914545e-07,8.4096406e-16,4.3146207e-15,0.98949337,6.541761e-11,extracellular region;nucleus
ENSMUST00000152345.8,4.866519e-14,2.432728e-07,0.9999976,2.0144636e-20,1.0,3.928663e-12,0.00029563505,1.3558166e-10,1.5822452e-05,1.0,4.3372854e-08,cytosol;extracellular region;nucleus
ENSMUST00000220781.2,9.689576e-07,2.3087229e-19,0.027418341,1.2772178e-19,0.94479746,3.732438e-09,3.0041014e-13,1.7166757e-08,2.5349586e-12,0.8612493,1.7715149e-14,extracellular region;nucleus
ENSMUST00000152496.9,9.524998e-11,0.9999962,0.99995923,1.6544075e-11,1.0,7.9977885e-10,1.0,0.0001956111,2.5263809e-16,1.0,1.0,cytoplasm;cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000154641.8,4.6521645e-26,1.2552596e-19,9.1123957e-17,5.8189914e-31,1.0,3.666437e-24,1.8414934e-22,1.2494609e-25,3.0844803e-33,4.8872923e-13,3.2277128e-34,extracellular region
ENSMUST00000154791.8,9.577082e-22,7.1243445e-12,1.7242845e-06,2.0651482e-20,0.54017824,0.00010146957,3.3729114e-19,7.415473e-11,0.010235787,0.008495483,6.372114e-10,extracellular region
ENSMUST00000171847.8,0.02515074,0.99999917,1.0,2.380852e-07,1.0,0.99987996,1.0,0.99997795,0.99972683,1.0,0.999156,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000333140.1,1.835962e-19,1.4691955e-17,3.6255992e-18,3.6558038e-19,1.0,8.6563545e-17,1.0807272e-20,1.0099044e-18,5.7862494e-25,4.0599518e-18,5.191659e-29,extracellular region
ENSMUST00000209310.2,0.9986444,5.228374e-19,0.9999951,1.6417156e-17,0.0010795615,1.09448454e-13,1.0345367e-17,0.0022444392,0.0067907036,1.0,1.751403e-15,chromatin;cytosol;nucleus
ENSMUST00000355168.1,2.7882375e-05,1.9984427e-10,1.0,5.6361515e-09,1.0,0.99678147,0.99928814,1.2297026e-14,1.3087852e-07,1.0,1.4225656e-09,cytosol;extracellular region;membrane;mitochondrion;nucleus
ENSMUST00000171562.8,0.00010826656,1.0,1.0,5.522731e-10,1.0,0.0023269588,0.9999578,0.9999999,0.83164275,1.0,0.99925536,cytoplasm;cytosol;extracellular region;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000208248.2,0.7417294,1.4742776e-08,1.0,4.5359582e-13,0.99999976,0.021744281,0.8771897,0.9999856,0.9997578,1.0,0.07986652,chromatin;cytosol;extracellular region;mitochondrion;nucleolus;nucleoplasm;nucleus
ENSMUST00000203773.2,5.375405e-10,6.385812e-18,0.43905795,1.3888665e-29,0.99169815,6.0921835e-08,1.3587319e-17,2.1610933e-08,0.96077704,0.99990535,1.4045191e-15,extracellular region;nucleoplasm;nucleus
ENSMUST00000149068.2,1.5773672e-30,1.4972445e-28,4.2613118e-23,1.416147e-35,1.0,2.8343896e-18,6.9551055e-30,4.3458384e-31,1.7280015e-32,2.0053413e-26,6.854244e-33,extracellular region
ENSMUST00000163044.2,1.0305906e-08,1.4914551e-14,3.7169143e-06,1.9346352e-17,1.0,3.3832824e-13,1.284684e-12,6.277401e-15,2.4277253e-16,1.9437128e-12,7.1930155e-22,extracellular region
ENSMUST00000150760.2,7.40553e-09,3.3482151e-15,0.00077117013,2.870739e-22,1.0,4.1731393e-12,4.4319587e-12,2.7920205e-08,2.3473894e-19,0.999841,1.6442522e-08,extracellular region;nucleus
ENSMUST00000205661.2,0.043357212,3.4903374e-18,0.99998546,1.4801325e-23,1.0,0.15469904,0.51032704,0.015545543,0.012315986,1.0,2.296211e-08,cytosol;extracellular region;mitochondrion;nucleus
ENSMUST00000249670.1,8.974722e-08,0.99999976,1.0,1.8660613e-13,1.0,0.9984707,0.4479487,0.006568492,0.99741495,1.0,0.99877006,cytoplasm;cytosol;extracellular region;membrane;nucleoplasm;nucleus;ribosome
ENSMUST00000245196.1,2.219089e-14,1.1951707e-06,0.9946115,1.985426e-14,1.0,4.1778422e-10,0.000598476,4.6214478e-07,6.171725e-07,0.105528824,0.0001913574,cytosol;extracellular region
ENSMUST00000195443.6,5.0371686e-30,8.155734e-10,4.5624458e-18,1.1620561e-25,1.0,5.040602e-18,5.670641e-22,2.8040565e-37,5.0302687e-25,5.065725e-23,4.2711146e-28,extracellular region
ENSMUST00000173740.2,1.7942837e-08,9.0014224e-10,0.0018782145,2.2159494e-15,0.9999809,1.0909171e-08,2.2524627e-13,3.5279168e-08,6.3657846e-10,0.0018073546,5.386026e-14,extracellular region
ENSMUST00000200553.2,1.4810481e-22,9.630928e-07,0.99854183,1.1295055e-16,1.0,2.5560725e-13,0.20493113,2.0133702e-15,8.267796e-18,1.0,7.820936e-08,cytosol;extracellular region;nucleus
ENSMUST00000226454.2,7.631084e-31,5.3615567e-19,6.507819e-16,4.1382862e-35,1.0,3.6066752e-17,1.163017e-20,1.3417504e-24,1.6889473e-22,3.4496363e-17,3.2770472e-23,extracellular region
ENSMUST00000220407.2,4.4019713e-10,1.07425275e-14,0.00016897758,6.9738533e-25,0.99990296,3.0624585e-09,2.3013066e-15,8.2606974e-08,0.4892686,0.99998975,5.2953615e-09,extracellular region;nucleus
ENSMUST00000200099.2,4.0371647e-06,0.98977447,1.0,0.00020550222,0.9999771,0.525366,0.006470218,4.6791182e-08,0.0074643306,0.99999666,2.4835208e-08,cytoplasm;cytosol;extracellular region;membrane;nucleus
ENSMUST00000234067.2,6.987758e-24,5.1114354e-13,1.0,4.2448455e-15,1.0,6.565768e-09,1.0,2.3427681e-12,8.159093e-29,0.9999778,0.99299544,cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000227594.2,9.050174e-05,0.93427044,1.0,3.959617e-13,0.9999981,4.122128e-05,0.91432446,0.9578932,8.400969e-08,1.0,1.1958517e-05,cytoplasm;cytosol;extracellular region;mitochondrion;nucleolus;nucleus
ENSMUST00000180045.8,1.7812816e-08,1.1647355e-06,1.0,4.6775107e-31,1.0,0.28520724,1.0,8.712682e-05,3.3787515e-07,1.0,0.29071763,cytosol;extracellular region;mitochondrion;nucleus
ENSMUST00000229121.2,4.343864e-32,1.282547e-15,5.4458595e-21,1.4147846e-30,1.0,8.396361e-18,2.512706e-22,3.372872e-27,1.282505e-27,6.3142436e-22,1.1610461e-32,extracellular region
ENSMUST00000182185.8,0.6815734,0.9950199,1.0,5.5279115e-19,1.0,5.259251e-06,0.9999999,0.99999464,0.9516609,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000175920.2,7.0222945e-28,1.7092023e-21,1.4176781e-18,4.2245967e-26,1.0,8.425707e-21,7.973409e-20,4.6285077e-22,2.2302776e-26,9.6321964e-20,4.6414916e-27,extracellular region
ENSMUST00000226014.3,1.0639197e-06,1.4022354e-08,0.9999999,3.2142124e-17,1.0,0.9127226,0.00017766703,3.7025773e-05,7.517972e-14,1.0,0.0001110667,cytosol;extracellular region;membrane;nucleus
ENSMUST00000221225.2,8.96302e-08,1.08171385e-07,0.001297858,4.6883373e-23,1.0,1.5547013e-09,0.00055741525,1.250377e-24,2.7025746e-16,2.00474e-08,0.041248426,extracellular region
ENSMUST00000227189.2,1.0639441e-08,3.363932e-10,1.0,2.9503252e-14,1.0,7.222248e-09,0.9999987,0.9547841,4.6472798e-14,1.0,0.99725765,cytosol;extracellular region;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000202341.2,7.3268474e-25,4.0848448e-15,3.5360395e-13,1.0982508e-24,1.0,7.2740235e-16,1.8529773e-13,1.2018522e-24,7.65621e-18,0.6920298,2.1072601e-14,extracellular region;nucleus
ENSMUST00000164107.3,0.9999969,1.0,1.0,0.0050024935,1.0,0.9999999,1.0,0.999894,0.9994319,0.9999999,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000295636.1,1.454085e-14,2.7005734e-10,4.1908454e-09,1.2643631e-17,1.0,1.1373656e-09,0.9334719,1.6456465e-10,1.033316e-13,4.6168934e-05,0.018542126,extracellular region;mitochondrion
ENSMUST00000193591.6,0.0,2.1135334e-27,3.9460646e-30,6.7380075e-38,1.0,7.350797e-29,4.552533e-12,0.0,0.0,1.9500868e-29,1.0469622e-26,extracellular region
ENSMUST00000212924.2,1.2538123e-30,2.2444574e-23,2.8621402e-25,8.438015e-31,1.0,2.4812851e-20,8.208932e-26,8.7895275e-30,4.366406e-33,2.0154705e-20,3.2848143e-26,extracellular region
ENSMUST00000225514.2,6.0073383e-12,1.4659916e-08,0.99996626,3.9735565e-15,0.9259868,3.5883962e-09,6.592604e-05,3.957914e-05,0.6332798,0.9999999,2.3509936e-10,cytosol;extracellular region;nucleoplasm;nucleus
ENSMUST00000226075.2,3.4309314e-34,6.7583915e-24,1.8249313e-17,1.4659192e-34,1.0,1.11047255e-23,2.0461699e-14,1.7150046e-33,7.213729e-31,2.0761639e-23,2.2683885e-21,extracellular region
ENSMUST00000223999.2,3.1725564e-29,2.824816e-25,6.740531e-29,1.0338451e-34,1.0,1.20557945e-26,6.0054775e-21,1.1773585e-29,1.2519142e-31,2.784467e-28,4.6754568e-32,extracellular region
ENSMUST00000216073.2,6.906664e-09,1.1129212e-20,0.9314371,9.704497e-25,0.9976667,1.0073946e-09,9.7313465e-23,2.4888208e-13,1.1996356e-16,5.5603746e-08,2.0437795e-17,cytosol;extracellular region
ENSMUST00000225933.2,4.039534e-08,1.5359251e-18,1.0,2.3057985e-21,0.88524854,1.3528105e-09,1.2853408e-12,0.999785,6.942949e-08,1.0,7.4558736e-16,cytosol;extracellular region;nucleolus;nucleus
ENSMUST00000175739.2,8.961428e-20,5.0350556e-15,0.9978162,4.2620055e-18,0.9999926,4.9160155e-12,1.01786276e-13,8.4069164e-08,1.4703313e-06,0.9998975,3.565842e-23,cytosol;extracellular region;nucleus
ENSMUST00000189821.7,0.9980751,0.99445194,1.0,5.5126197e-09,1.0,6.1896196e-07,0.99080056,0.9999994,0.74729705,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000208638.2,3.4635955e-12,1.4386196e-18,1.16855725e-14,9.6556165e-23,1.0,1.6381653e-21,0.93899137,8.145994e-08,4.0553947e-21,0.00093632785,1.627681e-14,extracellular region;mitochondrion
ENSMUST00000152601.2,4.729325e-13,4.8358133e-16,0.0012848318,4.049576e-24,0.9999975,6.1909e-14,4.5875716e-13,8.469886e-14,8.869196e-20,0.00023188643,3.264096e-16,extracellular region
ENSMUST00000220935.2,1.575483e-10,6.600529e-15,0.9999999,5.555659e-15,0.99733585,2.3721263e-07,4.935384e-10,1.7826997e-07,3.216266e-14,1.0,6.6497957e-12,cytosol;extracellular region;nucleus
ENSMUST00000198347.2,3.2117753e-16,2.2184683e-09,0.53636533,1.7150582e-24,0.80803055,6.453435e-15,1.8718016e-08,6.151007e-05,6.3822143e-16,0.018582828,2.1815259e-13,cytosol;extracellular region
ENSMUST00000223753.2,3.685425e-38,2.3864821e-21,2.103939e-25,8.362402e-36,1.0,5.131671e-26,1.938195e-25,0.0,0.0,1.826801e-29,2.8048567e-31,extracellular region
ENSMUST00000154754.2,6.6563847e-15,4.8876517e-11,0.9977077,2.7027213e-22,0.99999964,6.1791186e-13,2.200425e-11,2.2600984e-12,6.2643025e-08,8.251085e-05,9.014561e-11,cytosol;extracellular region
ENSMUST00000265503.1,2.649033e-13,8.035545e-13,2.8720964e-15,1.1151057e-12,1.0,4.602664e-05,2.3537305e-10,4.526257e-15,1.5137526e-17,5.570297e-09,4.6015605e-12,extracellular region
ENSMUST00000198708.5,1.1155728e-05,4.219246e-05,1.0,9.219187e-11,1.0,0.992953,0.9998927,0.9795854,3.863766e-05,1.0,0.0006952576,cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleus
ENSMUST00000159888.8,2.234127e-33,2.9164427e-25,6.7148247e-19,1.4258267e-37,1.0,2.6778808e-18,1.0057485e-33,6.979742e-38,1.4646192e-38,3.236539e-20,5.734987e-38,extracellular region
ENSMUST00000162973.8,0.9973393,1.0,1.0,8.72477e-05,1.0,0.99999917,1.0,0.99999356,0.9992219,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000206474.2,6.783573e-17,3.9729443e-18,1.8852655e-09,1.47466e-23,1.0,1.243736e-09,1.24891235e-11,3.19262e-17,9.539671e-22,4.4745555e-08,5.777446e-11,extracellular region
ENSMUST00000205120.3,0.9998198,1.0,1.0,6.9912065e-10,1.0,1.0,1.0,0.9998932,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000226988.3,1.0,1.0,1.0,1.8116106e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000193776.2,2.9672085e-19,2.259168e-19,4.1799424e-12,7.050276e-17,1.0,4.3848692e-17,1.9494075e-09,2.3623395e-17,2.4346347e-12,4.1390923e-12,3.7327016e-20,extracellular region
ENSMUST00000209913.2,0.9928422,0.99999726,1.0,2.7047393e-17,1.0,1.0,0.95734245,0.9999981,1.0,1.0,0.8311923,chromatin;cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000341518.1,1.1322638e-13,5.1715706e-06,0.9780321,1.6606749e-13,1.0,1.1879775e-12,0.026733713,6.0915247e-18,3.0570883e-21,0.99985623,1.4142925e-09,cytosol;extracellular region;nucleus
ENSMUST00000155705.8,1.2053171e-34,1.0633653e-24,1.8999849e-22,1.2862019e-30,1.0,9.671551e-21,2.6677692e-16,3.392982e-32,4.2358408e-35,5.4759092e-17,7.921851e-32,extracellular region
ENSMUST00000209800.2,0.0049357903,5.8724116e-05,0.9960763,5.9315443e-08,1.0,8.1645493e-07,0.048151642,0.00068435655,2.3026905e-06,0.02835033,5.044478e-05,cytosol;extracellular region
ENSMUST00000197452.5,0.9999137,0.9999969,1.0,0.9996717,1.0,1.0,1.0,0.99981505,0.99544626,1.0,1.0,chromatin;cytoplasm;cytosol;endoplasmic reticulum;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000195156.3,2.711736e-07,0.008811138,0.029368043,1.04594076e-10,0.9999932,4.979955e-07,0.0016340767,6.8302e-08,1.3924984e-13,0.99989676,4.6171805e-05,extracellular region;nucleus
ENSMUST00000203095.2,3.1947772e-24,1.0729125e-16,4.6420117e-09,2.2999106e-23,1.0,4.1763714e-16,1.6578866e-06,1.2712849e-23,8.091612e-30,1.5901006e-10,1.6914643e-19,extracellular region
ENSMUST00000181062.8,0.052322403,1.0,1.0,5.342537e-16,1.0,0.018999062,1.0,0.87468445,0.1391852,1.0,1.0,cytoplasm;cytosol;extracellular region;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000167912.9,3.6978037e-07,0.9999988,0.99999976,9.727035e-13,1.0,2.9851552e-07,0.96087974,5.7885005e-05,2.5533357e-08,1.0,1.0,cytoplasm;cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000205681.2,9.7206204e-05,1.3584276e-15,7.492078e-05,3.097501e-16,1.0,5.8208906e-12,1.4437784e-08,7.8021e-09,6.880218e-14,0.013081485,5.1516057e-16,extracellular region
ENSMUST00000222246.2,9.031773e-22,2.650317e-20,9.682744e-12,5.7231653e-30,1.0,1.277168e-28,7.285072e-17,1.9829952e-30,1.181015e-30,5.2320394e-21,4.435618e-28,extracellular region
ENSMUST00000220123.2,6.1772414e-05,0.7982813,1.0,2.1268631e-19,1.0,2.0059149e-07,1.0,3.5085503e-08,1.5265703e-05,0.9997147,0.9979165,cytoplasm;cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000238595.2,1.1362007e-10,0.2593958,3.6218564e-05,2.2634735e-18,0.999979,1.7947225e-07,0.999663,0.016145032,6.925518e-05,0.9999995,0.049659997,extracellular region;mitochondrion;nucleus
ENSMUST00000165174.8,8.176489e-19,1.1344927e-24,7.700437e-11,1.570622e-33,1.0,2.069298e-18,1.9866321e-20,3.6966744e-16,1.3740893e-22,6.418032e-08,1.8343407e-31,extracellular region
ENSMUST00000217972.2,7.296199e-09,0.11775341,1.0,9.323512e-09,1.0,4.644663e-06,0.9991554,0.9999467,1.80875e-06,1.0,1.0,cytosol;extracellular region;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000223675.3,3.865955e-12,2.9016966e-16,0.99539465,5.310083e-18,1.0,2.0718485e-07,1.1297079e-05,1.2891465e-08,1.0904802e-08,0.9999455,2.5984822e-05,cytosol;extracellular region;nucleus
ENSMUST00000166420.8,2.7043856e-19,1.503167e-14,6.2344687e-15,1.6812043e-26,1.0,5.3644866e-10,1.1650208e-18,7.692144e-22,5.2751615e-23,2.8511708e-22,1.7259887e-21,extracellular region
ENSMUST00000212352.2,2.3485378e-10,0.9544555,0.9998072,1.1539981e-07,1.0,0.09399679,0.9999999,3.0464328e-08,2.867503e-12,0.9999919,0.84745485,cytoplasm;cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000151567.2,1.5293029e-08,0.13980249,0.9999999,1.914576e-07,1.0,4.2005254e-06,0.99999654,0.0005292749,0.0134794945,0.99925643,0.72526324,cytosol;extracellular region;mitochondrion;nucleus;ribosome
ENSMUST00000211627.2,1.281554e-23,2.9656612e-17,1.8613097e-23,9.435329e-30,1.0,1.8049353e-26,2.6840527e-22,6.395916e-22,1.8383574e-28,1.0119509e-28,1.4783956e-29,extracellular region
ENSMUST00000226410.2,0.012294126,1.0,1.0,9.165185e-15,1.0,0.999984,1.0,0.99391705,1.8706702e-05,1.0,1.0,cytoplasm;cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleus;ribosome
ENSMUST00000195094.2,4.4792095e-08,1.2122156e-11,1.0,6.1441373e-15,0.23763843,0.0034076986,2.8729737e-05,1.0,0.005186437,1.0,4.150207e-12,cytosol;nucleolus;nucleus
ENSMUST00000211714.2,1.0112597e-05,0.011814011,1.0,1.180585e-11,1.0,0.9995172,0.99940395,0.8545591,0.53302467,0.99999976,0.999946,cytosol;extracellular region;membrane;mitochondrion;nucleolus;nucleoplasm;nucleus;ribosome
ENSMUST00000309419.1,6.782254e-17,2.6315141e-12,0.9970092,3.689695e-19,1.0,4.0896496e-14,0.49234247,3.168077e-17,5.955418e-23,3.503737e-11,0.99812585,cytosol;extracellular region;ribosome
